Company,Model,Year,Engine Size (L),Fuel Type,Price (USD)
Volkswagen,Passat,2018,1,Electric,44727.94
Nissan,Rogue,2016,1.8,Diesel,53035.89
Audi,A4,2018,3.1,Electric,38173.97
Nissan,Altima,2019,2,Petrol,22902.1
Hyundai,Elantra,2019,1.2,Electric,15648.72
Hyundai,Elantra,2010,4.9,Electric,65743.91
Audi,A6,2018,4.3,Petrol,60267.4
Honda,Pilot,2011,1,Electric,19221.4
Audi,A3,2016,3.8,Petrol,46700.19
Toyota,Highlander,2010,1.6,Petrol,44365.89
Honda,CR-V,2015,1.4,Electric,16340.21
Ford,Fiesta,2016,1.5,Diesel,74412.72
Nissan,Murano,2014,2.6,Petrol,56882.14
Mercedes-Benz,C-Class,2014,4.1,Electric,64902.89
Ford,Fiesta,2019,4.1,Diesel,24274.49
Volkswagen,Atlas,2012,4.8,Electric,61925.15
Mercedes-Benz,GLC,2010,3.8,Hybrid,36037.29
Nissan,Sentra,2015,1.1,Electric,79738.2
Mercedes-Benz,GLC,2020,3.5,Diesel,56960.74
Ford,Mustang,2018,2,Electric,34763.75
Ford,Fiesta,2017,4,Electric,60271.93
Toyota,RAV4,2017,2.6,Petrol,54161.83
Mercedes-Benz,C-Class,2010,2.8,Hybrid,24820.26
Hyundai,Tucson,2011,4.4,Petrol,53672.27
Hyundai,Elantra,2012,4.7,Petrol,48465.28
Ford,Mustang,2010,3.3,Diesel,56099.54
Honda,CR-V,2018,4.5,Petrol,20490.06
Chevrolet,Impala,2010,3.4,Electric,32418.05
Hyundai,Kona,2018,3.2,Electric,31796.43
Volkswagen,Golf,2012,4,Electric,77596.19
Volkswagen,Jetta,2013,1.2,Hybrid,59696.31
Nissan,Rogue,2018,1.1,Hybrid,64981.97
Chevrolet,Malibu,2016,4.8,Hybrid,38559.39
Nissan,Rogue,2019,1.2,Electric,70535.57
Honda,Pilot,2017,1.9,Electric,52082.1
Ford,F-150,2014,2,Hybrid,73367.15
BMW,7 Series,2018,1.5,Electric,50310.12
Chevrolet,Malibu,2014,3,Diesel,26757.56
Nissan,Versa,2011,3.7,Electric,28735.59
Mercedes-Benz,GLA,2012,2.5,Hybrid,30281.04
Honda,Accord,2015,2.7,Diesel,19789.14
Honda,Accord,2019,2.5,Hybrid,29919
Chevrolet,Impala,2011,2.2,Diesel,72550.28
Ford,Focus,2012,2,Diesel,62133.02
Honda,Accord,2014,2.6,Hybrid,70191.09
Volkswagen,Tiguan,2013,2.8,Hybrid,39015.42
BMW,X5,2018,2.1,Diesel,68374.91
Chevrolet,Spark,2019,1.6,Petrol,25344
Chevrolet,Spark,2019,1.4,Hybrid,35732.05
BMW,5 Series,2019,1.2,Electric,75977.13
BMW,X5,2019,2.9,Diesel,18581.05
Mercedes-Benz,E-Class,2012,3.6,Hybrid,52147.94
Honda,Accord,2012,1.8,Electric,24997.19
Audi,A6,2014,3.8,Hybrid,38601.61
Hyundai,Kona,2012,3.6,Hybrid,18801.4
Toyota,Camry,2015,1.6,Electric,15515.84
Volkswagen,Golf,2015,4,Electric,68715.29
Ford,Explorer,2020,3.6,Diesel,28615.34
BMW,X5,2020,1.8,Diesel,46400.27
Chevrolet,Malibu,2015,1.7,Petrol,22440.46
Nissan,Altima,2018,1.8,Petrol,74379.42
Nissan,Murano,2011,2.1,Electric,33119.84
Toyota,Corolla,2014,4.7,Electric,45969.75
Audi,Q7,2012,3.6,Electric,70462.21
BMW,7 Series,2020,3.5,Hybrid,43526.75
Audi,A6,2011,3,Electric,30551.92
Ford,Explorer,2016,4,Diesel,68886.33
Ford,F-150,2012,2.4,Electric,17986.48
Audi,A6,2018,2.3,Electric,15277.1
Volkswagen,Jetta,2011,4.4,Petrol,53497.67
Volkswagen,Passat,2020,1.2,Diesel,48729.73
Volkswagen,Golf,2012,3.4,Hybrid,22816.86
Mercedes-Benz,GLC,2015,1.4,Hybrid,24762.71
Audi,Q7,2013,1.1,Electric,31969.21
Volkswagen,Tiguan,2016,3.7,Diesel,38504.47
Toyota,Camry,2017,3.6,Electric,68824.44
Audi,Q5,2012,3.7,Diesel,40789.28
Ford,Explorer,2016,2.3,Petrol,65184.04
Ford,Fiesta,2011,3,Electric,32847.19
Audi,A3,2011,3.5,Petrol,74736.61
BMW,X3,2016,1.7,Hybrid,58288.19
Volkswagen,Atlas,2018,2.5,Hybrid,15145.47
Chevrolet,Impala,2015,4.1,Hybrid,27739.3
BMW,X3,2010,4,Petrol,40995.15
Hyundai,Sonata,2020,2.9,Diesel,27250.82
Toyota,RAV4,2018,4.9,Hybrid,60038.63
BMW,3 Series,2014,4.7,Hybrid,29826.52
Nissan,Rogue,2015,1.3,Diesel,69165.6
Nissan,Altima,2013,5,Petrol,19310.77
Honda,Civic,2011,3.3,Hybrid,58460.6
Mercedes-Benz,GLC,2014,3,Petrol,68366.83
BMW,5 Series,2010,2.6,Petrol,25809.22
Nissan,Murano,2016,1.8,Petrol,18496.73
Nissan,Murano,2010,2.7,Diesel,29709.25
Audi,A4,2015,1.7,Electric,72895.36
Ford,Mustang,2013,2.3,Petrol,39940.34
Toyota,Prius,2012,4,Diesel,42549.6
Hyundai,Tucson,2011,3.2,Hybrid,27932.35
Nissan,Rogue,2014,4.8,Electric,60148.18
Chevrolet,Impala,2013,4.2,Diesel,21272.15
Volkswagen,Atlas,2013,4.3,Diesel,69352.26
Toyota,Highlander,2020,3.6,Hybrid,68761.76
Chevrolet,Impala,2019,2.6,Petrol,16505.24
Hyundai,Sonata,2013,3.2,Diesel,29643.36
Audi,A6,2013,4.5,Petrol,47390.44
Hyundai,Elantra,2019,1.4,Diesel,70332.8
BMW,X3,2019,2.5,Hybrid,48689.41
Chevrolet,Spark,2010,3.1,Petrol,36248.82
Hyundai,Tucson,2012,2.8,Hybrid,49182.66
Audi,Q7,2013,3.6,Hybrid,53231.2
Honda,Pilot,2017,4.2,Hybrid,27469.81
Chevrolet,Equinox,2010,3.1,Diesel,18007.06
Toyota,RAV4,2016,4.8,Diesel,39555.33
Nissan,Sentra,2012,3.4,Diesel,43362.77
Honda,Pilot,2017,2.3,Electric,24570.23
Mercedes-Benz,C-Class,2010,3.3,Petrol,37068.93
Nissan,Altima,2010,2,Hybrid,45122.67
Chevrolet,Tahoe,2013,1.9,Electric,66078.71
Mercedes-Benz,C-Class,2012,1.6,Hybrid,59471.68
Nissan,Sentra,2012,1.4,Diesel,35396.09
Hyundai,Tucson,2015,4.8,Electric,66078.45
Volkswagen,Atlas,2018,4.9,Hybrid,72082.3
Volkswagen,Atlas,2013,4.9,Hybrid,30520.26
Volkswagen,Tiguan,2017,1.7,Diesel,35415.61
BMW,X3,2014,3.4,Diesel,29359.65
Honda,Pilot,2014,2.1,Petrol,78616.53
Volkswagen,Golf,2014,1.7,Electric,27105.31
Ford,Focus,2011,4.8,Electric,22243.71
Hyundai,Santa Fe,2018,2.5,Petrol,22323.93
Audi,Q7,2012,4,Hybrid,22259.02
Ford,F-150,2014,2.8,Diesel,19535.62
Ford,F-150,2019,4.9,Hybrid,22808.64
Volkswagen,Atlas,2017,4,Hybrid,76674.29
Toyota,Camry,2020,5,Petrol,64249.55
Audi,Q7,2018,3.1,Petrol,36854.23
Chevrolet,Spark,2016,1.5,Electric,55584.33
Nissan,Versa,2017,4.2,Electric,17432.63
Volkswagen,Golf,2019,1.2,Electric,79656.04
Chevrolet,Tahoe,2012,2.2,Diesel,46832.86
BMW,7 Series,2015,2.5,Diesel,67044.3
BMW,7 Series,2019,3.2,Electric,45093.45
Mercedes-Benz,GLA,2014,1.1,Diesel,77485.49
Nissan,Altima,2012,2.3,Diesel,53490.55
Volkswagen,Tiguan,2019,1.9,Electric,69329.44
Ford,Focus,2018,2.4,Petrol,59512.85
Nissan,Sentra,2017,1.8,Electric,18704.93
Honda,Pilot,2018,3,Hybrid,50410.29
Audi,Q7,2010,2.4,Petrol,34213.18
BMW,X5,2016,2.6,Diesel,72209.04
Volkswagen,Jetta,2011,3.4,Hybrid,19868.36
Mercedes-Benz,S-Class,2017,3.8,Hybrid,78364.83
Nissan,Altima,2015,3.6,Electric,40250.76
BMW,X3,2017,2.7,Petrol,21857.47
Mercedes-Benz,C-Class,2014,2.7,Hybrid,62791.47
Nissan,Rogue,2011,1.4,Hybrid,59872.95
Ford,Explorer,2012,1.6,Electric,57202.13
Audi,Q5,2015,1.4,Diesel,17151.16
Mercedes-Benz,E-Class,2020,4.2,Diesel,44314.48
Volkswagen,Jetta,2012,4.1,Petrol,35517.08
Volkswagen,Golf,2011,2.5,Diesel,26538.05
Toyota,Highlander,2017,4.2,Hybrid,42559.13
BMW,X3,2010,2.7,Electric,48077.49
Toyota,RAV4,2015,1.6,Hybrid,34081.56
Chevrolet,Impala,2017,4.9,Hybrid,77560.86
BMW,X3,2014,1.7,Diesel,68525.41
Volkswagen,Tiguan,2010,3.3,Petrol,73450.64
BMW,3 Series,2018,1.6,Diesel,23930.62
Chevrolet,Equinox,2019,3.3,Hybrid,78000.29
BMW,X5,2019,2.6,Hybrid,18210.02
Toyota,RAV4,2010,4.5,Hybrid,77878.44
BMW,5 Series,2014,2.4,Diesel,61527.91
Chevrolet,Spark,2020,3.1,Petrol,28735.97
Mercedes-Benz,E-Class,2013,4.8,Electric,53732.28
Honda,Accord,2013,2.5,Hybrid,18631.12
Chevrolet,Equinox,2018,3.7,Hybrid,22460.42
Chevrolet,Spark,2017,2.6,Electric,25948.55
Audi,Q5,2011,1.1,Diesel,56338.36
Audi,Q5,2020,4.7,Diesel,60851.52
Chevrolet,Spark,2020,1.8,Electric,49094.48
Honda,Fit,2019,3.3,Diesel,60910.37
Honda,Pilot,2017,2.6,Petrol,78694.88
Chevrolet,Malibu,2013,4.8,Electric,49253.82
Audi,Q5,2012,1.7,Diesel,51918.93
Volkswagen,Tiguan,2011,4.6,Diesel,57605.07
Audi,Q5,2019,1.8,Electric,18525.3
Ford,F-150,2017,3.8,Electric,57238.33
Audi,A4,2014,3.7,Electric,51041.79
Ford,Focus,2014,4.5,Diesel,40827.53
Honda,Fit,2012,4.5,Diesel,75652.69
Mercedes-Benz,GLA,2012,1.9,Hybrid,33425.62
Mercedes-Benz,GLA,2018,3.1,Diesel,19025.72
Mercedes-Benz,C-Class,2014,3.4,Electric,46585.79
Audi,A4,2010,3.5,Electric,40417.79
Ford,F-150,2018,2.5,Diesel,61059.54
Nissan,Rogue,2016,2.9,Hybrid,61247.57
Volkswagen,Passat,2016,4.6,Electric,21672.29
Audi,A6,2012,2,Diesel,44855.57
Honda,Accord,2019,2.2,Electric,53476.01
Audi,A4,2013,3,Petrol,63839.99
Nissan,Sentra,2016,2,Diesel,54041.6
Nissan,Rogue,2014,2.5,Petrol,68196.24
Chevrolet,Malibu,2015,2.3,Electric,41027.99
Ford,Mustang,2017,3.1,Hybrid,39588.59
Hyundai,Tucson,2011,4.1,Hybrid,53784.21
Mercedes-Benz,GLC,2012,3.8,Petrol,30318.42
Toyota,RAV4,2013,3.1,Hybrid,43497.86
Volkswagen,Atlas,2014,3.8,Electric,46977.92
Hyundai,Sonata,2020,2.9,Hybrid,36483.72
Hyundai,Santa Fe,2019,2.8,Diesel,57723.92
Mercedes-Benz,E-Class,2017,1.6,Petrol,78079.39
Chevrolet,Spark,2013,4.5,Hybrid,43711.61
Volkswagen,Tiguan,2013,3.2,Hybrid,57363.4
Audi,Q5,2017,2.8,Electric,58068.84
Mercedes-Benz,C-Class,2018,2.6,Electric,64919.22
Toyota,RAV4,2019,4,Electric,49139.06
Chevrolet,Spark,2012,1.3,Diesel,18587.89
Honda,Civic,2017,4.3,Electric,76834.6
Toyota,Prius,2010,1.2,Diesel,54767.7
Toyota,Camry,2019,3.4,Petrol,51478.95
Nissan,Murano,2016,2.1,Diesel,15410.35
Ford,Explorer,2017,2.8,Petrol,36838.58
Volkswagen,Atlas,2020,3.1,Electric,73140.64
Hyundai,Sonata,2016,2.4,Hybrid,46470.13
Audi,Q5,2015,4,Petrol,19197.72
Volkswagen,Tiguan,2018,1.6,Diesel,26651.41
Chevrolet,Malibu,2015,4.8,Diesel,77741.63
Toyota,Highlander,2018,3.3,Diesel,48525.68
Mercedes-Benz,E-Class,2015,3,Hybrid,25831.68
Ford,Fiesta,2015,4.4,Diesel,50319.03
Chevrolet,Equinox,2020,2.3,Hybrid,73792.9
Mercedes-Benz,GLC,2020,1.6,Hybrid,28909.48
Mercedes-Benz,GLC,2011,4.9,Diesel,36874.7
Hyundai,Sonata,2017,3.7,Electric,37619.53
Ford,Focus,2011,4.5,Hybrid,44260.55
Hyundai,Kona,2017,4.5,Electric,52034.1
Volkswagen,Passat,2015,2.8,Electric,72186.77
BMW,X5,2013,2.1,Electric,61053.41
Chevrolet,Spark,2011,3.7,Diesel,39763.15
Volkswagen,Golf,2019,2.9,Electric,31515.52
Chevrolet,Impala,2018,1.1,Hybrid,54880.92
Chevrolet,Spark,2019,1.8,Electric,16566.53
Toyota,Prius,2016,3.2,Electric,20535.41
Volkswagen,Passat,2016,4.2,Petrol,51329.41
Hyundai,Sonata,2020,3.4,Petrol,43355.49
Honda,Accord,2013,5,Petrol,79676.39
Volkswagen,Jetta,2014,4,Hybrid,30997.8
Honda,Fit,2016,4.6,Hybrid,70425.64
Ford,Focus,2020,2.6,Hybrid,46938.95
Audi,A6,2015,3.9,Petrol,38344.77
Ford,Mustang,2018,2.8,Diesel,30264.29
BMW,7 Series,2012,4.6,Petrol,54262.87
Mercedes-Benz,C-Class,2016,4.5,Petrol,38333.21
Chevrolet,Impala,2018,4.4,Electric,35094.51
Nissan,Sentra,2019,1.7,Hybrid,51406.44
Volkswagen,Golf,2016,4.6,Diesel,37515.87
Ford,Fiesta,2016,2.5,Diesel,68452.17
BMW,X5,2010,4.3,Diesel,58989.42
Nissan,Versa,2014,2.6,Hybrid,22726.26
BMW,X5,2018,4.8,Petrol,38878.78
Hyundai,Sonata,2017,3.8,Electric,78114.36
Volkswagen,Jetta,2020,3,Hybrid,26643.96
BMW,3 Series,2012,1.9,Petrol,36134.45
Honda,Fit,2014,3.8,Diesel,44519.5
BMW,X5,2017,1.7,Diesel,31880.02
BMW,3 Series,2014,3.9,Petrol,23128.44
Nissan,Murano,2011,1.8,Diesel,71538.06
Toyota,RAV4,2020,2.8,Electric,46238.14
Volkswagen,Atlas,2010,3.7,Electric,75923.18
Hyundai,Tucson,2015,4.7,Petrol,31659.58
Toyota,Highlander,2020,3.8,Electric,37825.43
Honda,Fit,2019,4.9,Hybrid,46488.15
Audi,A4,2016,1.4,Electric,32173.94
Mercedes-Benz,C-Class,2016,2.5,Petrol,55556.91
Ford,Fiesta,2017,1,Hybrid,26111.26
Audi,A4,2018,2.6,Petrol,48813.56
BMW,X5,2015,3,Diesel,59449.64
Mercedes-Benz,E-Class,2010,3.5,Petrol,56206.05
Volkswagen,Tiguan,2016,4.3,Electric,24653.35
Hyundai,Sonata,2017,3.6,Electric,24804.69
Volkswagen,Golf,2015,4.4,Diesel,73625.18
Audi,Q7,2012,4.9,Petrol,53672.17
Nissan,Murano,2013,3.5,Electric,23889.77
Volkswagen,Golf,2018,1.4,Diesel,75618.06
Ford,F-150,2013,4.8,Diesel,41647.41
Mercedes-Benz,E-Class,2013,2.1,Diesel,29446.01
Hyundai,Sonata,2016,2.4,Petrol,56626.39
Chevrolet,Impala,2010,2.1,Petrol,70315.34
Ford,F-150,2015,4.9,Petrol,40980.85
BMW,X5,2020,4.3,Hybrid,23654.53
Toyota,Prius,2019,1.6,Electric,42806.59
Ford,Mustang,2019,4,Petrol,47152.02
Honda,Accord,2016,3.6,Diesel,38711.01
Honda,CR-V,2011,2.1,Diesel,17320
Hyundai,Santa Fe,2018,2.1,Petrol,68977.64
Hyundai,Santa Fe,2010,1.9,Petrol,26131.08
Hyundai,Tucson,2016,4.9,Diesel,38239.67
Ford,F-150,2011,3.9,Diesel,22384.75
Volkswagen,Jetta,2010,4,Diesel,33338.77
Mercedes-Benz,S-Class,2013,1.9,Diesel,21865.98
Honda,Accord,2020,4.7,Petrol,66105.86
Chevrolet,Tahoe,2019,1.1,Hybrid,77183.3
Nissan,Murano,2013,3.3,Petrol,31178.01
Audi,A3,2016,4.4,Electric,42823.19
Hyundai,Sonata,2012,4.6,Hybrid,58622.67
Toyota,Prius,2019,4.8,Hybrid,77347.76
Toyota,Highlander,2014,3.5,Petrol,37959.11
Toyota,Corolla,2016,3.8,Electric,59494.62
Volkswagen,Jetta,2010,2,Electric,70539.77
Chevrolet,Impala,2018,4.9,Electric,77071.36
Ford,Focus,2020,4.9,Diesel,22344.68
Nissan,Sentra,2013,3.2,Petrol,59150.98
Hyundai,Tucson,2013,1.4,Electric,16068.02
Chevrolet,Spark,2019,1.1,Diesel,19530.09
Chevrolet,Malibu,2015,4.2,Hybrid,59038.19
Mercedes-Benz,C-Class,2011,3,Diesel,55368.04
Ford,Fiesta,2013,3.8,Hybrid,46982.22
Honda,Fit,2017,2.9,Hybrid,41358.85
Volkswagen,Golf,2020,1.7,Diesel,23454.98
Nissan,Sentra,2010,4.2,Electric,16859.45
Hyundai,Kona,2010,2.2,Petrol,78914.14
Chevrolet,Spark,2010,1.7,Hybrid,56087.67
Mercedes-Benz,C-Class,2013,2.8,Hybrid,79874.8
BMW,X5,2010,1.6,Hybrid,74068.76
Honda,Fit,2016,4.5,Petrol,55363.01
Audi,A3,2018,1.2,Petrol,45552.99
Toyota,Prius,2011,1.9,Hybrid,75726.87
Audi,Q5,2016,1.2,Diesel,78446.09
Mercedes-Benz,S-Class,2016,3.7,Diesel,17021.56
Nissan,Murano,2015,2.3,Hybrid,70451.55
Audi,Q7,2015,4.6,Hybrid,70420.92
Ford,Focus,2013,4.6,Petrol,60389.9
Volkswagen,Atlas,2019,4.8,Petrol,60128.98
Honda,Pilot,2019,2.2,Petrol,42250.76
Mercedes-Benz,E-Class,2020,2.5,Petrol,19037.11
Hyundai,Santa Fe,2014,3.8,Hybrid,19509.78
Toyota,Highlander,2015,1.2,Electric,39828.87
Volkswagen,Passat,2017,4.1,Hybrid,22834.35
Chevrolet,Tahoe,2010,2.7,Electric,22274.34
Nissan,Versa,2018,3.2,Petrol,24578.07
Volkswagen,Tiguan,2010,1.6,Petrol,46574.84
Chevrolet,Malibu,2017,1.3,Petrol,63040.61
Chevrolet,Tahoe,2019,4.9,Petrol,17534.49
Honda,Civic,2018,2.9,Electric,33592.45
Volkswagen,Tiguan,2010,1.7,Petrol,34002.23
Mercedes-Benz,GLC,2017,2.1,Electric,62240.94
Toyota,Highlander,2014,4.5,Hybrid,49150.35
Toyota,RAV4,2018,2.6,Electric,20349.09
Audi,A4,2010,4.2,Diesel,54366.29
Volkswagen,Passat,2020,2.5,Electric,77106
Chevrolet,Tahoe,2018,2,Petrol,43668.52
Mercedes-Benz,GLA,2010,3.8,Electric,24152.9
Honda,Civic,2019,2.3,Hybrid,70626.1
Audi,Q7,2014,5,Petrol,21741.13
Volkswagen,Jetta,2019,3.9,Electric,60845.89
Nissan,Versa,2015,4.8,Hybrid,59745.16
Nissan,Altima,2013,3.5,Hybrid,34775.91
Nissan,Rogue,2014,2.2,Petrol,56846.32
Audi,A3,2013,2,Diesel,20672.91
Nissan,Versa,2017,1.9,Electric,49527.82
Ford,Mustang,2015,2.7,Electric,78843.69
Hyundai,Sonata,2020,1.3,Hybrid,37560.61
Ford,F-150,2012,4.4,Hybrid,74643.37
Chevrolet,Spark,2019,2.4,Hybrid,19848.08
Toyota,Highlander,2019,1.9,Petrol,42161.58
Mercedes-Benz,C-Class,2012,3.1,Diesel,22883.23
Honda,Civic,2014,1.1,Diesel,74634.57
Ford,Focus,2019,1.4,Petrol,61899.7
Ford,F-150,2013,4.8,Hybrid,25070.32
Toyota,Camry,2014,1.4,Diesel,78645.58
Hyundai,Kona,2018,1.1,Diesel,46518.58
Volkswagen,Golf,2016,3.4,Diesel,77610.63
Hyundai,Elantra,2017,1.3,Petrol,67805.68
Mercedes-Benz,C-Class,2013,4.3,Electric,27722.82
Chevrolet,Spark,2011,4.2,Petrol,43717.16
Chevrolet,Malibu,2016,1.2,Petrol,59206.07
Toyota,RAV4,2014,2.9,Electric,73935.92
Audi,Q5,2018,2.5,Electric,36332.14
Audi,A4,2014,3.7,Diesel,15539.07
Chevrolet,Impala,2020,3,Electric,50349.85
BMW,7 Series,2016,2.9,Petrol,66688.27
Toyota,Prius,2011,4.9,Electric,59349.04
Chevrolet,Malibu,2015,2.8,Electric,36471.45
Chevrolet,Tahoe,2018,3.6,Diesel,44110.29
Audi,Q5,2018,4,Petrol,63342.5
Honda,Fit,2016,1.1,Hybrid,16235.17
Ford,Explorer,2017,4,Electric,68890.2
Volkswagen,Jetta,2020,2.1,Hybrid,16373.52
Honda,Accord,2017,1.5,Diesel,43681.14
Volkswagen,Jetta,2013,2.2,Petrol,77725.31
Ford,Fiesta,2019,4.1,Electric,77990.2
Chevrolet,Impala,2015,3.3,Hybrid,39163.82
Mercedes-Benz,S-Class,2018,4.2,Electric,34504.28
BMW,5 Series,2011,3.7,Diesel,48823.99
Audi,A3,2014,3.5,Petrol,15708.87
Nissan,Versa,2016,1.2,Hybrid,21554.95
Chevrolet,Equinox,2020,4,Hybrid,42673.13
Chevrolet,Spark,2012,1.8,Diesel,61781.83
Toyota,Camry,2013,4.8,Petrol,39385.74
Nissan,Rogue,2019,3.9,Electric,53242.57
Mercedes-Benz,C-Class,2019,1.8,Diesel,22312.96
Volkswagen,Passat,2011,1.4,Hybrid,51959.77
Toyota,Camry,2018,4.5,Petrol,67508.12
Mercedes-Benz,E-Class,2012,4.9,Hybrid,18482.74
Audi,Q5,2011,3.4,Electric,47986.81
Ford,Focus,2015,4.7,Electric,54397.78
Volkswagen,Passat,2018,4.9,Petrol,27479.58
Nissan,Sentra,2013,3.3,Hybrid,51530.28
Toyota,Camry,2015,3.8,Electric,45055.97
Audi,A3,2018,2.2,Electric,78118.48
BMW,5 Series,2013,2.1,Petrol,55152.39
Toyota,Corolla,2019,3.3,Electric,32174.31
Nissan,Versa,2020,3.6,Hybrid,42615.4
Hyundai,Sonata,2010,3.8,Electric,69867.06
Nissan,Murano,2012,3.1,Hybrid,72043.21
Honda,Pilot,2015,3.5,Electric,58306.02
Mercedes-Benz,GLA,2012,1.8,Petrol,18198.38
Nissan,Murano,2020,1.3,Petrol,53713.76
Honda,Fit,2011,1.7,Electric,39886.71
Honda,Accord,2019,3.5,Electric,28859
Honda,Pilot,2016,1.1,Hybrid,36849.86
Toyota,Corolla,2016,1.3,Hybrid,27256.77
Volkswagen,Passat,2015,4.6,Hybrid,63277.89
Nissan,Rogue,2012,4.9,Electric,52962.3
Mercedes-Benz,S-Class,2011,3.3,Electric,45646.08
Ford,F-150,2015,1.2,Electric,49117.9
Nissan,Altima,2018,1,Petrol,63779.53
Honda,Accord,2011,2.7,Diesel,55537.35
BMW,3 Series,2012,3.4,Hybrid,69901.32
BMW,3 Series,2016,4.5,Petrol,30497.49
BMW,X3,2016,4.8,Petrol,62172.02
Honda,Accord,2010,3,Petrol,57504.66
Nissan,Altima,2014,1,Hybrid,37025.32
Hyundai,Sonata,2014,4.3,Petrol,18888.41
Volkswagen,Golf,2018,1.8,Electric,73302.31
Honda,Fit,2011,3.9,Electric,47284.81
Nissan,Altima,2019,2.9,Hybrid,29876.78
Toyota,Prius,2016,2.5,Hybrid,39633.04
Mercedes-Benz,GLC,2011,3.7,Petrol,56535.28
Toyota,RAV4,2017,1.8,Diesel,27920.04
Volkswagen,Tiguan,2016,3.4,Hybrid,48419.12
Volkswagen,Tiguan,2010,3.9,Petrol,19708.38
Mercedes-Benz,C-Class,2019,3.5,Hybrid,64477.04
Chevrolet,Equinox,2013,3.1,Diesel,47590.79
Honda,Accord,2015,3.1,Petrol,76811.35
Ford,Mustang,2018,1.8,Hybrid,51969.54
Honda,Fit,2017,3.8,Diesel,71820.09
Honda,Civic,2017,1.9,Petrol,60860.93
Honda,Accord,2011,4.3,Petrol,64048.17
Hyundai,Santa Fe,2015,3,Petrol,35558.78
Toyota,Camry,2011,1.2,Diesel,18449.03
BMW,5 Series,2016,3.8,Hybrid,21631.27
BMW,5 Series,2017,3.3,Petrol,62011.18
Nissan,Murano,2019,3.8,Diesel,70990.63
Hyundai,Tucson,2017,1.6,Petrol,56872.17
Chevrolet,Equinox,2017,4.8,Petrol,47424.95
Mercedes-Benz,C-Class,2014,2.8,Hybrid,76383.88
Hyundai,Kona,2020,1.1,Electric,29477.18
Hyundai,Elantra,2015,3,Hybrid,31225.48
Hyundai,Tucson,2013,4,Petrol,68121.85
Mercedes-Benz,GLC,2020,3.7,Petrol,21585.52
Mercedes-Benz,S-Class,2015,1.8,Hybrid,56472.35
Audi,Q7,2012,3.3,Electric,58843.67
Toyota,Corolla,2010,1.6,Diesel,48470.77
Nissan,Sentra,2018,1.2,Electric,50155.45
Audi,A6,2017,4.3,Electric,67876.9
Chevrolet,Spark,2016,3.3,Petrol,15883.18
Toyota,RAV4,2010,3.6,Hybrid,28942.84
Chevrolet,Impala,2012,3.9,Petrol,73051.35
Nissan,Sentra,2010,1.5,Hybrid,64225.55
Mercedes-Benz,S-Class,2016,4.7,Hybrid,62566.19
Chevrolet,Malibu,2010,4.3,Petrol,61858.18
Volkswagen,Jetta,2012,3.4,Electric,15552.48
Toyota,RAV4,2012,1.3,Diesel,35076.21
Toyota,Camry,2019,1.9,Diesel,58663.49
Nissan,Sentra,2018,3.7,Hybrid,26848.3
Hyundai,Kona,2015,1.8,Petrol,58205.73
Volkswagen,Passat,2017,3.9,Electric,75207.82
Volkswagen,Tiguan,2016,2.5,Electric,74997.06
Nissan,Rogue,2018,3.1,Hybrid,42446.95
Ford,Focus,2013,4.8,Diesel,37299.83
Volkswagen,Atlas,2016,4.3,Petrol,58478.48
BMW,5 Series,2012,1.5,Electric,36730.72
Chevrolet,Impala,2014,1.7,Electric,20899.36
Mercedes-Benz,GLA,2019,1.7,Hybrid,17395.63
Hyundai,Sonata,2010,2.6,Hybrid,75613.21
Audi,A3,2016,2.2,Hybrid,43629.48
Honda,Accord,2020,4,Hybrid,18679.16
Mercedes-Benz,E-Class,2019,2.5,Petrol,55419.37
BMW,X3,2011,1.4,Electric,56270.57
Nissan,Murano,2010,3.4,Diesel,59332.05
Nissan,Versa,2018,1.7,Petrol,38758.55
Nissan,Sentra,2011,3.6,Hybrid,45201.51
Toyota,Prius,2017,2.3,Diesel,49746.09
Honda,Accord,2019,3.6,Diesel,33640.27
Nissan,Murano,2011,4.8,Diesel,40694.49
Mercedes-Benz,E-Class,2015,3.4,Electric,37510.63
Hyundai,Sonata,2019,2.6,Petrol,27287.7
BMW,7 Series,2011,3,Diesel,65349.92
BMW,X5,2020,2.3,Hybrid,33998.52
Honda,Accord,2020,4.2,Petrol,55283.31
Chevrolet,Equinox,2010,2.2,Diesel,28272.7
BMW,5 Series,2019,3.6,Petrol,20947.3
Hyundai,Tucson,2019,3.3,Petrol,63752.55
Audi,A3,2015,4.1,Hybrid,20234.2
Toyota,Prius,2015,2.8,Hybrid,23182.01
Volkswagen,Tiguan,2015,2.4,Hybrid,72374.12
Honda,CR-V,2014,3,Diesel,32912.36
Mercedes-Benz,C-Class,2015,4.2,Diesel,62158.96
Mercedes-Benz,GLC,2012,2.7,Diesel,50434.16
BMW,5 Series,2011,3.6,Diesel,40703.65
Volkswagen,Golf,2019,3.7,Electric,73064.74
Volkswagen,Jetta,2012,4.2,Petrol,57225.95
Nissan,Versa,2018,2.4,Hybrid,26104.7
Ford,Explorer,2014,3.2,Electric,59650.76
Nissan,Murano,2016,3.6,Diesel,69440.64
Volkswagen,Passat,2010,2.3,Petrol,71270.02
Volkswagen,Jetta,2011,2.2,Hybrid,44781.32
